2025-08-05 16:48:11 startup archives install
2025-08-05 16:51:32 configure rsync:amd64 3.2.7-1ubuntu1.2 <none>
2025-08-05 16:51:32 status unpacked rsync:amd64 3.2.7-1ubuntu1.2
2025-08-05 16:51:32 status half-configured rsync:amd64 3.2.7-1ubuntu1.2
2025-08-05 16:51:32 status installed rsync:amd64 3.2.7-1ubuntu1.2
2025-08-05 16:51:32 configure libudisks2-0:amd64 2.10.1-6ubuntu1.2 <none>
2025-08-05 16:51:32 status unpacked libudisks2-0:amd64 2.10.1-6ubuntu1.2
2025-08-05 16:51:32 status half-configured libudisks2-0:amd64 2.10.1-6ubuntu1.2
2025-08-05 16:51:32 status installed libudisks2-0:amd64 2.10.1-6ubuntu1.2
2025-08-05 16:51:32 configure python3-systemd:amd64 235-1build4 <none>
2025-08-05 16:51:32 status unpacked python3-systemd:amd64 235-1build4
2025-08-05 16:51:32 status half-configured python3-systemd:amd64 235-1build4
2025-08-05 16:51:32 status installed python3-systemd:amd64 235-1build4
2025-08-05 16:51:32 configure espeak-ng-data:amd64 1.51+dfsg-12build1 <none>
2025-08-05 16:51:32 status unpacked espeak-ng-data:amd64 1.51+dfsg-12build1
2025-08-05 16:51:32 status half-configured espeak-ng-data:amd64 1.51+dfsg-12build1
2025-08-05 16:51:32 status installed espeak-ng-data:amd64 1.51+dfsg-12build1
2025-08-05 16:51:32 configure libvorbisenc2:amd64 1.3.7-1build3 <none>
2025-08-05 16:51:32 status unpacked libvorbisenc2:amd64 1.3.7-1build3
2025-08-05 16:51:32 status half-configured libvorbisenc2:amd64 1.3.7-1build3
2025-08-05 16:51:32 status installed libvorbisenc2:amd64 1.3.7-1build3
2025-08-05 16:51:32 configure libsynctex2:amd64 2023.20230311.66589-9build3 <none>
2025-08-05 16:51:32 status unpacked libsynctex2:amd64 2023.20230311.66589-9build3
2025-08-05 16:51:32 status half-configured libsynctex2:amd64 2023.20230311.66589-9build3
2025-08-05 16:51:32 status installed libsynctex2:amd64 2023.20230311.66589-9build3
2025-08-05 16:51:32 configure bolt:amd64 0.9.7-1 <none>
2025-08-05 16:51:32 status unpacked bolt:amd64 0.9.7-1
2025-08-05 16:51:32 status half-configured bolt:amd64 0.9.7-1
2025-08-05 16:51:32 status installed bolt:amd64 0.9.7-1
2025-08-05 16:51:32 configure libmalcontent-0-0:amd64 0.11.1-1ubuntu1.1 <none>
2025-08-05 16:51:32 status unpacked libmalcontent-0-0:amd64 0.11.1-1ubuntu1.1
2025-08-05 16:51:32 status half-configured libmalcontent-0-0:amd64 0.11.1-1ubuntu1.1
2025-08-05 16:51:32 status installed libmalcontent-0-0:amd64 0.11.1-1ubuntu1.1
2025-08-05 16:51:32 configure laptop-detect:all 0.16 <none>
2025-08-05 16:51:32 status unpacked laptop-detect:all 0.16
2025-08-05 16:51:32 status half-configured laptop-detect:all 0.16
2025-08-05 16:51:32 status installed laptop-detect:all 0.16
2025-08-05 16:51:32 configure xcursor-themes:all 1.0.6-0ubuntu1 <none>
2025-08-05 16:51:32 status unpacked xcursor-themes:all 1.0.6-0ubuntu1
2025-08-05 16:51:32 status half-configured xcursor-themes:all 1.0.6-0ubuntu1
2025-08-05 16:51:32 status installed xcursor-themes:all 1.0.6-0ubuntu1
2025-08-05 16:51:32 configure libaa1:amd64 1.4p5-51.1 <none>
2025-08-05 16:51:32 status unpacked libaa1:amd64 1.4p5-51.1
2025-08-05 16:51:32 status half-configured libaa1:amd64 1.4p5-51.1
2025-08-05 16:51:32 status installed libaa1:amd64 1.4p5-51.1
2025-08-05 16:51:32 configure gnupg-utils:amd64 2.4.4-2ubuntu17.3 <none>
2025-08-05 16:51:32 status unpacked gnupg-utils:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:32 status half-configured gnupg-utils:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:32 status installed gnupg-utils:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:32 configure libiec61883-0:amd64 1.2.0-6build1 <none>
2025-08-05 16:51:32 status unpacked libiec61883-0:amd64 1.2.0-6build1
2025-08-05 16:51:32 status half-configured libiec61883-0:amd64 1.2.0-6build1
2025-08-05 16:51:32 status installed libiec61883-0:amd64 1.2.0-6build1
2025-08-05 16:51:32 configure python3-ptyprocess:all 0.7.0-5 <none>
2025-08-05 16:51:32 status unpacked python3-ptyprocess:all 0.7.0-5
2025-08-05 16:51:32 status half-configured python3-ptyprocess:all 0.7.0-5
2025-08-05 16:51:32 status installed python3-ptyprocess:all 0.7.0-5
2025-08-05 16:51:32 configure initramfs-tools-bin:amd64 0.142ubuntu25.5 <none>
2025-08-05 16:51:32 status unpacked initramfs-tools-bin:amd64 0.142ubuntu25.5
2025-08-05 16:51:32 status half-configured initramfs-tools-bin:amd64 0.142ubuntu25.5
2025-08-05 16:51:32 status installed initramfs-tools-bin:amd64 0.142ubuntu25.5
2025-08-05 16:51:32 configure libwacom-common:all 2.10.0-2 <none>
2025-08-05 16:51:32 status unpacked libwacom-common:all 2.10.0-2
2025-08-05 16:51:32 status half-configured libwacom-common:all 2.10.0-2
2025-08-05 16:51:32 status installed libwacom-common:all 2.10.0-2
2025-08-05 16:51:32 configure libxcb-damage0:amd64 1.15-1ubuntu2 <none>
2025-08-05 16:51:32 status unpacked libxcb-damage0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 status half-configured libxcb-damage0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 status installed libxcb-damage0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 configure python3-blinker:all 1.7.0-1 <none>
2025-08-05 16:51:32 status unpacked python3-blinker:all 1.7.0-1
2025-08-05 16:51:32 status half-configured python3-blinker:all 1.7.0-1
2025-08-05 16:51:32 status installed python3-blinker:all 1.7.0-1
2025-08-05 16:51:32 configure libnss-sss:amd64 2.9.4-1.1ubuntu6.2 <none>
2025-08-05 16:51:32 status unpacked libnss-sss:amd64 2.9.4-1.1ubuntu6.2
2025-08-05 16:51:32 status half-configured libnss-sss:amd64 2.9.4-1.1ubuntu6.2
2025-08-05 16:51:32 status installed libnss-sss:amd64 2.9.4-1.1ubuntu6.2
2025-08-05 16:51:32 configure libxkbcommon0:amd64 1.6.0-1build1 <none>
2025-08-05 16:51:32 status unpacked libxkbcommon0:amd64 1.6.0-1build1
2025-08-05 16:51:32 status half-configured libxkbcommon0:amd64 1.6.0-1build1
2025-08-05 16:51:32 status installed libxkbcommon0:amd64 1.6.0-1build1
2025-08-05 16:51:32 configure libwayland-client0:amd64 1.22.0-2.1build1 <none>
2025-08-05 16:51:32 status unpacked libwayland-client0:amd64 1.22.0-2.1build1
2025-08-05 16:51:32 status half-configured libwayland-client0:amd64 1.22.0-2.1build1
2025-08-05 16:51:32 status installed libwayland-client0:amd64 1.22.0-2.1build1
2025-08-05 16:51:32 configure libjpeg8:amd64 8c-2ubuntu11 <none>
2025-08-05 16:51:32 status unpacked libjpeg8:amd64 8c-2ubuntu11
2025-08-05 16:51:32 status half-configured libjpeg8:amd64 8c-2ubuntu11
2025-08-05 16:51:32 status installed libjpeg8:amd64 8c-2ubuntu11
2025-08-05 16:51:32 configure gir1.2-graphene-1.0:amd64 1.10.8-3build2 <none>
2025-08-05 16:51:32 status unpacked gir1.2-graphene-1.0:amd64 1.10.8-3build2
2025-08-05 16:51:32 status half-configured gir1.2-graphene-1.0:amd64 1.10.8-3build2
2025-08-05 16:51:32 status installed gir1.2-graphene-1.0:amd64 1.10.8-3build2
2025-08-05 16:51:32 configure libavc1394-0:amd64 0.5.4-5build3 <none>
2025-08-05 16:51:32 status unpacked libavc1394-0:amd64 0.5.4-5build3
2025-08-05 16:51:32 status half-configured libavc1394-0:amd64 0.5.4-5build3
2025-08-05 16:51:32 status installed libavc1394-0:amd64 0.5.4-5build3
2025-08-05 16:51:32 configure liblouis20:amd64 3.29.0-1build1 <none>
2025-08-05 16:51:32 status unpacked liblouis20:amd64 3.29.0-1build1
2025-08-05 16:51:32 status half-configured liblouis20:amd64 3.29.0-1build1
2025-08-05 16:51:32 status installed liblouis20:amd64 3.29.0-1build1
2025-08-05 16:51:32 configure libxcb-dri3-0:amd64 1.15-1ubuntu2 <none>
2025-08-05 16:51:32 status unpacked libxcb-dri3-0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 status half-configured libxcb-dri3-0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 status installed libxcb-dri3-0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 configure libatopology2t64:amd64 1.2.11-1ubuntu0.1 <none>
2025-08-05 16:51:32 status unpacked libatopology2t64:amd64 1.2.11-1ubuntu0.1
2025-08-05 16:51:32 status half-configured libatopology2t64:amd64 1.2.11-1ubuntu0.1
2025-08-05 16:51:32 status installed libatopology2t64:amd64 1.2.11-1ubuntu0.1
2025-08-05 16:51:32 configure libx11-xcb1:amd64 2:1.8.7-1build1 <none>
2025-08-05 16:51:32 status unpacked libx11-xcb1:amd64 2:1.8.7-1build1
2025-08-05 16:51:32 status half-configured libx11-xcb1:amd64 2:1.8.7-1build1
2025-08-05 16:51:32 status installed libx11-xcb1:amd64 2:1.8.7-1build1
2025-08-05 16:51:32 configure libice6:amd64 2:1.0.10-1build3 <none>
2025-08-05 16:51:32 status unpacked libice6:amd64 2:1.0.10-1build3
2025-08-05 16:51:32 status half-configured libice6:amd64 2:1.0.10-1build3
2025-08-05 16:51:32 status installed libice6:amd64 2:1.0.10-1build3
2025-08-05 16:51:32 configure gir1.2-gstreamer-1.0:amd64 1.24.2-1ubuntu0.1 <none>
2025-08-05 16:51:32 status unpacked gir1.2-gstreamer-1.0:amd64 1.24.2-1ubuntu0.1
2025-08-05 16:51:32 status half-configured gir1.2-gstreamer-1.0:amd64 1.24.2-1ubuntu0.1
2025-08-05 16:51:32 status installed gir1.2-gstreamer-1.0:amd64 1.24.2-1ubuntu0.1
2025-08-05 16:51:32 configure libxcb-res0:amd64 1.15-1ubuntu2 <none>
2025-08-05 16:51:32 status unpacked libxcb-res0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 status half-configured libxcb-res0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 status installed libxcb-res0:amd64 1.15-1ubuntu2
2025-08-05 16:51:32 configure iio-sensor-proxy:amd64 3.5-1build2 <none>
2025-08-05 16:51:32 status unpacked iio-sensor-proxy:amd64 3.5-1build2
2025-08-05 16:51:32 status half-configured iio-sensor-proxy:amd64 3.5-1build2
2025-08-05 16:51:32 status installed iio-sensor-proxy:amd64 3.5-1build2
2025-08-05 16:51:32 configure tcl8.6:amd64 8.6.14+dfsg-1build1 <none>
2025-08-05 16:51:32 status unpacked tcl8.6:amd64 8.6.14+dfsg-1build1
2025-08-05 16:51:32 status half-configured tcl8.6:amd64 8.6.14+dfsg-1build1
2025-08-05 16:51:32 status installed tcl8.6:amd64 8.6.14+dfsg-1build1
2025-08-05 16:51:32 configure eatmydata:all 131-1ubuntu1 <none>
2025-08-05 16:51:32 status unpacked eatmydata:all 131-1ubuntu1
2025-08-05 16:51:32 status half-configured eatmydata:all 131-1ubuntu1
2025-08-05 16:51:32 status installed eatmydata:all 131-1ubuntu1
2025-08-05 16:51:32 configure libnfsidmap1:amd64 1:2.6.4-3ubuntu5.1 <none>
2025-08-05 16:51:32 status unpacked libnfsidmap1:amd64 1:2.6.4-3ubuntu5.1
2025-08-05 16:51:32 status half-configured libnfsidmap1:amd64 1:2.6.4-3ubuntu5.1
2025-08-05 16:51:32 status installed libnfsidmap1:amd64 1:2.6.4-3ubuntu5.1
2025-08-05 16:51:32 configure libtss2-tcti-spi-helper0t64:amd64 4.0.1-7.1ubuntu5.1 <none>
2025-08-05 16:51:32 status unpacked libtss2-tcti-spi-helper0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:32 status half-configured libtss2-tcti-spi-helper0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:32 status installed libtss2-tcti-spi-helper0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:51:32 configure libsnmp40t64:amd64 5.9.4+dfsg-1.1ubuntu3.1 <none>
2025-08-05 16:51:32 status unpacked libsnmp40t64:amd64 5.9.4+dfsg-1.1ubuntu3.1
2025-08-05 16:51:32 status half-configured libsnmp40t64:amd64 5.9.4+dfsg-1.1ubuntu3.1
2025-08-05 16:51:32 status installed libsnmp40t64:amd64 5.9.4+dfsg-1.1ubuntu3.1
2025-08-05 16:51:32 configure libnftables1:amd64 1.0.9-1build1 <none>
2025-08-05 16:51:32 status unpacked libnftables1:amd64 1.0.9-1build1
2025-08-05 16:51:32 status half-configured libnftables1:amd64 1.0.9-1build1
2025-08-05 16:51:32 status installed libnftables1:amd64 1.0.9-1build1
2025-08-05 16:51:32 configure libfftw3-single3:amd64 3.3.10-1ubuntu3 <none>
2025-08-05 16:51:32 status unpacked libfftw3-single3:amd64 3.3.10-1ubuntu3
2025-08-05 16:51:32 status half-configured libfftw3-single3:amd64 3.3.10-1ubuntu3
2025-08-05 16:51:32 status installed libfftw3-single3:amd64 3.3.10-1ubuntu3
2025-08-05 16:51:32 configure libxdamage1:amd64 1:1.1.6-1build1 <none>
2025-08-05 16:51:32 status unpacked libxdamage1:amd64 1:1.1.6-1build1
2025-08-05 16:51:32 status half-configured libxdamage1:amd64 1:1.1.6-1build1
2025-08-05 16:51:32 status installed libxdamage1:amd64 1:1.1.6-1build1
2025-08-05 16:51:32 configure gpg-agent:amd64 2.4.4-2ubuntu17.3 <none>
2025-08-05 16:51:32 status unpacked gpg-agent:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:32 status half-configured gpg-agent:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:33 status installed gpg-agent:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:51:33 configure nftables:amd64 1.0.9-1build1 <none>
2025-08-05 16:51:33 status unpacked nftables:amd64 1.0.9-1build1
2025-08-05 16:51:33 status half-configured nftables:amd64 1.0.9-1build1
2025-08-05 16:51:33 status installed nftables:amd64 1.0.9-1build1
2025-08-05 16:51:33 configure libatk1.0-0t64:amd64 2.52.0-1build1 <none>
2025-08-05 16:51:33 status unpacked libatk1.0-0t64:amd64 2.52.0-1build1
2025-08-05 16:51:33 status half-configured libatk1.0-0t64:amd64 2.52.0-1build1
2025-08-05 16:51:33 status installed libatk1.0-0t64:amd64 2.52.0-1build1
2025-08-05 16:51:33 configure telnet:all 0.17+2.5-3ubuntu4 <none>
2025-08-05 16:51:33 status unpacked telnet:all 0.17+2.5-3ubuntu4
2025-08-05 16:51:33 status half-configured telnet:all 0.17+2.5-3ubuntu4
2025-08-05 16:51:33 status installed telnet:all 0.17+2.5-3ubuntu4
2025-08-05 16:51:33 configure dconf-cli:amd64 0.40.0-4build2 <none>
2025-08-05 16:51:33 status unpacked dconf-cli:amd64 0.40.0-4build2
2025-08-05 16:51:33 status half-configured dconf-cli:amd64 0.40.0-4build2
2025-08-05 16:51:33 status installed dconf-cli:amd64 0.40.0-4build2
2025-08-05 16:51:33 configure libblockdev-mdraid3:amd64 3.1.1-1ubuntu0.1 <none>
2025-08-05 16:51:33 status unpacked libblockdev-mdraid3:amd64 3.1.1-1ubuntu0.1
2025-08-05 16:51:33 status half-configured libblockdev-mdraid3:amd64 3.1.1-1ubuntu0.1
2025-08-05 16:51:33 status installed libblockdev-mdraid3:amd64 3.1.1-1ubuntu0.1
2025-08-05 16:51:33 configure printer-driver-foo2zjs-common:all 20200505dfsg0-2ubuntu6 <none>
2025-08-05 16:51:33 status unpacked printer-driver-foo2zjs-common:all 20200505dfsg0-2ubuntu6
2025-08-05 16:51:33 status half-configured printer-driver-foo2zjs-common:all 20200505dfsg0-2ubuntu6
2025-08-05 16:51:33 status installed printer-driver-foo2zjs-common:all 20200505dfsg0-2ubuntu6
2025-08-05 16:51:33 configure libglibmm-2.68-1t64:amd64 2.78.1-2.2build2 <none>
2025-08-05 16:51:33 status unpacked libglibmm-2.68-1t64:amd64 2.78.1-2.2build2
2025-08-05 16:51:33 status half-configured libglibmm-2.68-1t64:amd64 2.78.1-2.2build2
2025-08-05 16:51:33 status installed libglibmm-2.68-1t64:amd64 2.78.1-2.2build2
2025-08-05 16:51:33 configure libxpm4:amd64 1:3.5.17-1build2 <none>
2025-08-05 16:51:33 status unpacked libxpm4:amd64 1:3.5.17-1build2
2025-08-05 16:51:33 status half-configured libxpm4:amd64 1:3.5.17-1build2
2025-08-05 16:51:33 status installed libxpm4:amd64 1:3.5.17-1build2
2025-08-05 16:51:33 configure libv4lconvert0t64:amd64 1.26.1-4build3 <none>
2025-08-05 16:51:33 status unpacked libv4lconvert0t64:amd64 1.26.1-4build3
2025-08-05 16:51:33 status half-configured libv4lconvert0t64:amd64 1.26.1-4build3
2025-08-05 16:51:33 status installed libv4lconvert0t64:amd64 1.26.1-4build3
2025-08-05 16:51:33 configure wget:amd64 1.21.4-1ubuntu4.1 <none>
2025-08-05 16:51:33 status unpacked wget:amd64 1.21.4-1ubuntu4.1
2025-08-05 16:51:33 status half-configured wget:amd64 1.21.4-1ubuntu4.1
2025-08-05 16:51:33 status installed wget:amd64 1.21.4-1ubuntu4.1
2025-08-05 16:51:33 configure numactl:amd64 2.0.18-1build1 <none>
2025-08-05 16:51:33 status unpacked numactl:amd64 2.0.18-1build1
2025-08-05 16:51:33 status half-configured numactl:amd64 2.0.18-1build1
2025-08-05 16:51:33 status installed numactl:amd64 2.0.18-1build1
2025-08-05 16:51:33 configure libwoff1:amd64 1.0.2-2build1 <none>
2025-08-05 16:51:33 status unpacked libwoff1:amd64 1.0.2-2build1
2025-08-05 16:51:33 status half-configured libwoff1:amd64 1.0.2-2build1
2025-08-05 16:51:33 status installed libwoff1:amd64 1.0.2-2build1
2025-08-05 16:51:33 configure libxrender1:amd64 1:0.9.10-1.1build1 <none>
2025-08-05 16:51:33 status unpacked libxrender1:amd64 1:0.9.10-1.1build1
2025-08-05 16:51:33 status half-configured libxrender1:amd64 1:0.9.10-1.1build1
2025-08-05 16:51:33 status installed libxrender1:amd64 1:0.9.10-1.1build1
2025-08-05 16:51:33 configure libcurl4t64:amd64 8.5.0-2ubuntu10.6 <none>
2025-08-05 16:51:33 status unpacked libcurl4t64:amd64 8.5.0-2ubuntu10.6
2025-08-05 16:51:33 status half-configured libcurl4t64:amd64 8.5.0-2ubuntu10.6
2025-08-05 16:51:33 status installed libcurl4t64:amd64 8.5.0-2ubuntu10.6
2025-08-05 16:51:33 configure bind9-libs:amd64 1:9.18.30-0ubuntu0.24.04.2 <none>
2025-08-05 16:51:33 status unpacked bind9-libs:amd64 1:9.18.30-0ubuntu0.24.04.2
2025-08-05 16:51:33 status half-configured bind9-libs:amd64 1:9.18.30-0ubuntu0.24.04.2
2025-08-05 16:51:33 status installed bind9-libs:amd64 1:9.18.30-0ubuntu0.24.04.2
2025-08-05 16:51:33 configure libwireplumber-0.4-0:amd64 0.4.17-1ubuntu4 <none>
2025-08-05 16:51:33 status unpacked libwireplumber-0.4-0:amd64 0.4.17-1ubuntu4
2025-08-05 16:51:33 status half-configured libwireplumber-0.4-0:amd64 0.4.17-1ubuntu4
2025-08-05 16:51:33 status installed libwireplumber-0.4-0:amd64 0.4.17-1ubuntu4
2025-08-05 16:51:33 configure alsa-base:all 1.0.25+dfsg-0ubuntu7 <none>
2025-08-05 16:51:33 status unpacked alsa-base:all 1.0.25+dfsg-0ubuntu7
2025-08-05 16:51:33 status half-configured alsa-base:all 1.0.25+dfsg-0ubuntu7
2025-08-05 16:51:33 status installed alsa-base:all 1.0.25+dfsg-0ubuntu7
2025-08-05 16:51:33 configure dictionaries-common:all 1.29.7 <none>
2025-08-05 16:51:33 status unpacked dictionaries-common:all 1.29.7
2025-08-05 16:51:33 status half-configured dictionaries-common:all 1.29.7
2025-08-05 16:51:33 status installed dictionaries-common:all 1.29.7
2025-08-05 16:51:33 status triggers-pending dictionaries-common:all 1.29.7
2025-08-05 16:51:34 configure alsa-ucm-conf:all 1.2.10-1ubuntu5.7 <none>
2025-08-05 16:51:34 status unpacked alsa-ucm-conf:all 1.2.10-1ubuntu5.7
2025-08-05 16:51:34 status half-configured alsa-ucm-conf:all 1.2.10-1ubuntu5.7
2025-08-05 16:51:34 status installed alsa-ucm-conf:all 1.2.10-1ubuntu5.7
2025-08-05 16:51:34 configure python3-babel:all 2.10.3-3build1 <none>
2025-08-05 16:51:34 status unpacked python3-babel:all 2.10.3-3build1
2025-08-05 16:51:34 status half-configured python3-babel:all 2.10.3-3build1
2025-08-05 16:51:34 status installed python3-babel:all 2.10.3-3build1
2025-08-05 16:51:34 configure python3-speechd:all 0.12.0~rc2-2build3 <none>
2025-08-05 16:51:34 status unpacked python3-speechd:all 0.12.0~rc2-2build3
2025-08-05 16:51:34 status half-configured python3-speechd:all 0.12.0~rc2-2build3
2025-08-05 16:51:34 status installed python3-speechd:all 0.12.0~rc2-2build3
2025-08-05 16:51:34 configure libblockdev-swap3:amd64 3.1.1-1ubuntu0.1 <none>
2025-08-05 16:51:34 status unpacked libblockdev-swap3:amd64 3.1.1-1ubuntu0.1
2025-08-05 16:51:34 status half-configured libblockdev-swap3:amd64 3.1.1-1ubuntu0.1
2025-08-05 16:51:34 status installed libblockdev-swap3:amd64 3.1.1-1ubuntu0.1
2025-08-05 16:51:34 configure gir1.2-atk-1.0:amd64 2.52.0-1build1 <none>
2025-08-05 16:51:34 status unpacked gir1.2-atk-1.0:amd64 2.52.0-1build1
2025-08-05 16:51:34 status half-configured gir1.2-atk-1.0:amd64 2.52.0-1build1
2025-08-05 16:51:34 status installed gir1.2-atk-1.0:amd64 2.52.0-1build1
2025-08-05 16:51:34 configure libwacom9:amd64 2.10.0-2 <none>
2025-08-05 16:51:34 status unpacked libwacom9:amd64 2.10.0-2
2025-08-05 16:51:34 status half-configured libwacom9:amd64 2.10.0-2
2025-08-05 16:51:34 status installed libwacom9:amd64 2.10.0-2
2025-08-05 16:51:34 configure cpp-13-x86-64-linux-gnu:amd64 13.3.0-6ubuntu2~24.04 <none>
2025-08-05 16:51:34 status unpacked cpp-13-x86-64-linux-gnu:amd64 13.3.0-6ubuntu2~24.04
2025-08-05 16:51:34 status half-configured cpp-13-x86-64-linux-gnu:amd64 13.3.0-6ubuntu2~24.04
2025-08-05 16:51:34 status installed cpp-13-x86-64-linux-gnu:amd64 13.3.0-6ubuntu2~24.04
2025-08-05 16:51:34 configure libjq1:amd64 1.7.1-3ubuntu0.24.04.1 <none>
2025-08-05 16:51:34 status unpacked libjq1:amd64 1.7.1-3ubuntu0.24.04.1
2025-08-05 16:51:34 status half-configured libjq1:amd64 1.7.1-3ubuntu0.24.04.1
2025-08-05 16:51:34 status installed libjq1:amd64 1.7.1-3ubuntu0.24.04.1
2025-08-05 16:51:34 configure fontconfig-config:amd64 2.15.0-1.1ubuntu2 <none>
2025-08-05 16:51:34 status unpacked fontconfig-config:amd64 2.15.0-1.1ubuntu2
2025-08-05 16:51:34 status half-configured fontconfig-config:amd64 2.15.0-1.1ubuntu2
2025-08-05 16:51:34 status installed fontconfig-config:amd64 2.15.0-1.1ubuntu2
2025-08-05 16:51:34 configure libroc0.3:amd64 0.3.0+dfsg-7ubuntu2 <none>
2025-08-05 16:51:34 status unpacked libroc0.3:amd64 0.3.0+dfsg-7ubuntu2
2025-08-05 16:51:34 status half-configured libroc0.3:amd64 0.3.0+dfsg-7ubuntu2
2025-08-05 16:51:34 status installed libroc0.3:amd64 0.3.0+dfsg-7ubuntu2
2025-08-05 16:51:34 configure libopencc1.1:amd64 1.1.7+ds1-1build1 <none>
2025-08-05 16:51:34 status unpacked libopencc1.1:amd64 1.1.7+ds1-1build1
2025-08-05 16:51:34 status half-configured libopencc1.1:amd64 1.1.7+ds1-1build1
